"Longitude","Gender","Senior Citizen","Partner","Dependents","Tenure Months","Phone Service","Multiple Lines","Internet Service","Online Security","Online Backup","Device Protection","Tech Support","Streaming TV","Streaming Movies","Contract","Paperless Billing","Payment Method","Churn Label","Churn Value","Churn Score","CLTV","Churn Reason"
-118.255178,1,1,1,1,29,2,3,1,"No",3,1,1,1,1,2,2,3,1,0,55,5481,16
-118.451629,2,1,2,1,52,2,3,1,"No",3,1,3,1,1,1,1,1,1,0,49,4729,16
-118.171368,2,1,1,1,68,2,3,1,"Yes",3,3,1,1,3,2,1,2,1,0,33,5395,16
-118.383001,2,1,1,1,8,2,1,1,"No",1,1,1,1,3,1,2,2,1,0,53,5317,16
-118.401508,2,1,2,1,72,2,1,3,"No internet service",2,2,2,2,2,3,1,2,1,0,36,6436,16
-118.234451,1,1,1,1,17,2,1,3,"No internet service",2,2,2,2,2,2,1,1,1,0,70,2093,16
-118.236773,1,2,1,1,2,2,1,2,"No",3,1,1,3,1,1,2,1,1,0,53,2885,16
-118.391902,1,1,1,1,51,1,2,1,"No",3,3,1,3,3,2,2,2,1,0,62,4380,16
-118.128628,1,1,2,1,3,2,3,2,"No",1,1,1,3,3,1,1,3,1,0,58,2330,16
-118.401554,2,1,2,1,30,2,3,1,"No",1,1,1,1,1,1,1,3,1,0,45,3712,16
-118.297967,2,1,1,1,31,2,3,1,"No",3,1,3,3,1,1,2,3,1,0,37,4443,16
-118.284077,1,1,1,1,45,2,1,1,"Yes",1,3,3,3,3,3,1,1,1,0,41,5937,16
-118.315697,2,1,2,1,64,2,3,2,"Yes",3,3,1,1,1,2,1,1,1,0,67,5519,16
-118.217141,2,2,2,2,61,2,3,2,"No",3,1,1,3,3,2,1,3,1,0,20,5177,16
-118.351813,2,1,1,1,1,2,1,3,"No internet service",2,2,2,2,2,1,1,4,1,0,59,5279,16
-118.705803,2,1,2,2,72,2,3,2,"Yes",3,3,3,3,3,3,1,1,1,0,32,4700,16
-118.39737,1,1,2,1,7,2,1,1,"No",1,1,1,1,1,1,2,4,1,0,58,5014,16
-118.367459,2,1,1,1,16,2,3,1,"No",3,3,1,1,3,1,2,1,1,0,39,3360,16
-118.37019,2,1,2,1,67,2,3,3,"No internet service",2,2,2,2,2,3,1,2,1,0,51,4833,16
-118.192615,1,1,2,1,41,2,1,2,"Yes",3,3,1,3,3,2,2,1,1,0,65,2719,16
-118.61017,1,1,2,2,56,2,1,3,"No internet service",2,2,2,2,2,3,2,2,1,0,59,4681,16
-118.439841,1,1,2,1,54,2,1,3,"No internet service",2,2,2,2,2,3,1,2,1,0,40,4212,16
-118.358634,2,2,1,1,52,2,3,2,"No",3,3,3,3,3,1,2,3,1,0,46,4993,16
-118.355252,1,1,1,1,50,2,1,2,"No",1,3,3,1,3,3,2,1,1,0,45,5306,16
-118.359824,2,1,2,1,27,2,1,1,"Yes",1,1,1,1,1,2,1,2,1,0,30,3560,16
-118.330905,1,2,2,1,72,2,3,2,"Yes",3,3,3,1,1,3,2,1,1,0,78,5153,16
-118.493231,2,1,1,1,62,2,1,1,"Yes",3,1,1,3,3,2,2,2,1,0,77,5974,16
-118.503508,1,1,1,1,12,2,1,1,"No",3,1,3,1,1,1,2,3,1,0,63,3854,16
-118.474222,2,1,2,2,54,2,1,2,"No",3,1,3,1,1,3,2,1,1,0,48,4387,16
-118.477507,1,1,1,1,68,2,1,3,"No internet service",2,2,2,2,2,3,1,1,1,0,63,5740,16
-118.353714,2,1,1,1,58,2,3,3,"No internet service",2,2,2,2,2,3,2,2,1,0,38,6490,16
-118.330794,2,1,2,2,35,2,3,2,"No",3,1,1,3,1,1,2,1,1,0,34,2622,16
-118.347957,1,1,1,1,2,2,1,1,"No",1,1,1,1,1,1,2,3,1,0,45,4964,16
-118.033683,2,1,2,1,63,2,3,1,"Yes",1,3,3,1,3,3,1,4,1,0,62,5113,16
-117.992066,1,1,2,1,27,2,1,3,"No internet service",2,2,2,2,2,2,2,4,1,0,31,2269,16
-118.01208,1,1,2,1,71,2,3,2,"Yes",3,3,3,3,3,3,2,2,1,0,24,4144,16
-118.032222,1,1,1,1,63,2,1,1,"No",1,3,1,1,3,2,1,2,1,0,63,6312,16
-118.065875,2,1,2,1,71,2,3,2,"No",3,3,1,1,3,1,2,1,1,0,63,6035,16
-118.038307,1,1,2,2,68,2,1,3,"No internet service",2,2,2,2,2,3,2,1,1,0,27,6303,16
-118.109962,2,2,2,1,72,2,3,3,"No internet service",2,2,2,2,2,3,2,1,1,0,69,4055,16
-118.089299,2,1,2,2,72,2,3,3,"No internet service",2,2,2,2,2,3,1,2,1,0,71,4185,16
-118.062611,1,1,1,1,2,2,1,2,"Yes",3,1,1,3,1,1,2,3,1,0,52,2686,16
-118.080637,2,2,2,1,60,2,3,2,"No",3,3,1,3,3,2,2,3,1,0,73,4040,16
-118.300237,2,1,2,1,68,2,3,1,"Yes",3,3,3,3,3,3,2,2,1,0,43,4451,16
-118.112532,1,2,2,1,42,2,3,2,"Yes",1,3,1,3,3,2,2,1,1,0,36,5573,16
-118.078097,1,1,2,1,57,2,1,3,"No internet service",2,2,2,2,2,3,2,1,1,0,77,6064,16
-118.074071,2,1,2,1,54,1,2,1,"No",3,1,1,1,1,1,1,3,1,0,78,4778,16
-118.284363,2,1,2,2,72,2,3,3,"No internet service",2,2,2,2,2,3,1,1,1,0,67,6232,16
-118.31448,1,1,2,1,71,2,3,1,"Yes",3,3,3,3,3,3,1,4,1,0,39,4644,16
-118.073596,1,1,2,1,23,2,3,1,"No",1,1,3,3,3,1,2,2,1,0,61,2590,16
-118.085304,1,1,1,1,30,2,1,3,"No internet service",2,2,2,2,2,3,1,2,1,0,78,3986,16
-118.262263,2,1,1,1,35,2,3,3,"No internet service",2,2,2,2,2,2,1,1,1,0,80,4419,16
-118.252272,2,1,1,1,1,2,1,1,"No",1,1,1,1,1,1,2,1,1,0,39,5913,16
-118.210737,2,1,1,1,22,2,1,2,"No",1,1,1,1,1,1,2,4,1,0,32,4838,16
-118.129725,2,1,2,1,7,1,2,1,"Yes",3,3,1,1,1,3,1,4,1,0,70,3345,16
-118.1486,1,1,1,1,36,1,2,1,"Yes",3,3,3,1,3,3,2,4,1,0,40,2751,16
-118.179626,1,1,2,2,34,2,1,3,"No internet service",2,2,2,2,2,1,1,4,1,0,74,5099,16
-118.179971,2,1,2,1,72,2,3,1,"Yes",3,3,1,1,1,3,1,2,1,0,74,6330,16
-118.143866,1,1,2,2,71,2,3,2,"Yes",3,3,3,1,1,2,2,2,1,0,41,5647,16
-118.11662,1,2,1,1,23,2,3,2,"No",1,3,1,1,1,1,2,4,1,0,50,3558,16
-118.118648,2,1,2,1,17,2,1,2,"No",1,3,1,3,3,2,2,1,1,0,37,5228,16
-118.029837,2,1,2,2,12,2,1,3,"No internet service",2,2,2,2,2,3,1,4,1,0,24,5104,16
-117.95982,2,1,1,1,1,2,1,3,"No internet service",2,2,2,2,2,1,1,4,1,0,44,4629,16
-118.153729,2,2,2,1,72,2,3,2,"No",3,1,1,3,3,3,1,1,1,0,73,6120,16
-118.000482,2,1,2,2,60,2,3,2,"No",1,1,1,1,1,1,1,1,1,0,26,5100,16
-118.230625,1,1,2,1,61,1,2,1,"No",3,3,3,3,1,3,1,2,1,0,55,4159,16
-118.165327,1,1,1,1,32,2,3,1,"No",3,1,1,1,1,1,2,3,1,0,43,4454,16
-118.123752,2,1,2,1,65,2,3,2,"No",3,1,1,1,3,1,2,3,1,0,70,6358,16
-118.166649,1,1,2,2,45,1,2,1,"Yes",1,1,1,3,3,1,2,1,1,0,64,3937,16
-118.128658,2,1,1,1,42,2,3,3,"No internet service",2,2,2,2,2,2,1,3,1,0,55,3756,16
-118.112911,2,1,1,2,32,2,1,3,"No internet service",2,2,2,2,2,3,1,4,1,0,50,3114,16
-118.289463,1,2,2,1,22,2,3,1,"Yes",3,1,3,1,1,1,2,4,1,0,36,2136,16
-118.245839,1,1,2,1,1,2,1,1,"No",1,1,1,1,1,1,2,3,1,0,63,5669,16
-118.238508,2,2,1,1,54,2,3,2,"No",3,1,1,1,3,1,2,3,1,0,23,5232,16
-118.68346,1,1,2,1,56,2,3,3,"No internet service",2,2,2,2,2,2,1,3,1,0,33,5052,16
-118.602203,2,1,1,1,45,2,1,1,"Yes",1,3,1,3,3,1,2,3,1,0,28,2185,16
-118.632656,1,1,2,2,71,2,1,3,"No internet service",2,2,2,2,2,3,1,2,1,0,52,5921,16
-118.68493,2,1,1,1,69,1,2,1,"No",3,3,1,1,1,2,2,1,1,0,32,4043,16
-118.603883,2,1,1,1,19,2,1,3,"No internet service",2,2,2,2,2,2,1,4,1,0,43,2916,16
-118.518292,1,1,2,2,55,2,1,3,"No internet service",2,2,2,2,2,3,1,2,1,0,23,5366,16
-118.946262,1,1,1,1,38,2,1,3,"No internet service",2,2,2,2,2,2,1,4,1,0,32,4705,16
-118.55029,1,2,2,1,47,2,3,1,"Yes",3,3,1,1,1,1,2,2,1,0,67,4074,16
-118.435969,2,1,2,2,46,2,1,3,"No internet service",2,2,2,2,2,3,2,4,1,0,24,3392,16
-118.482296,1,1,2,1,65,2,1,1,"Yes",1,3,3,1,1,3,1,2,1,0,50,5657,16
-118.41459,2,1,2,2,71,2,1,3,"No internet service",2,2,2,2,2,3,1,4,1,0,63,5497,16
-118.338307,1,2,1,1,52,1,2,1,"No",3,3,3,3,1,1,2,3,1,0,70,5185,16
-118.573726,2,1,2,1,6,2,3,3,"No internet service",2,2,2,2,2,2,1,4,1,0,31,5161,16
-118.644609,1,2,2,1,26,2,1,1,"No",1,3,1,1,3,2,1,4,1,0,68,2502,16
-118.548511,2,2,1,1,48,2,3,2,"No",3,1,1,3,3,2,2,3,1,0,78,3061,16
-118.88109,1,1,2,2,64,2,3,2,"Yes",1,1,3,3,3,2,2,1,1,0,33,5133,16
-118.822796,2,1,1,1,1,2,1,1,"No",1,1,1,1,1,1,2,1,1,0,54,5925,16
-118.615714,2,1,1,1,1,2,1,1,"No",1,1,1,1,1,1,2,4,1,0,31,3173,16
-118.776874,1,1,2,2,51,2,3,2,"Yes",3,1,1,1,3,1,2,3,1,0,20,5457,16
-118.615583,1,1,2,2,41,2,1,3,"No internet service",2,2,2,2,2,3,1,1,1,0,52,2902,16
-118.699048,1,1,2,1,72,2,1,1,"Yes",3,3,1,3,1,3,2,2,1,0,75,5176,16
-118.431791,1,1,2,1,43,2,3,1,"Yes",3,1,3,3,3,3,1,2,1,0,53,3110,16
-118.463365,2,1,2,1,47,2,3,2,"No",1,1,1,3,3,2,2,2,1,0,72,4977,16
-118.448048,2,1,1,1,72,2,3,1,"Yes",3,3,3,3,3,3,1,2,1,0,32,6468,16
-118.490752,2,1,1,1,3,2,1,3,"No internet service",2,2,2,2,2,1,2,2,1,0,30,2406,16
-118.300942,2,1,2,2,29,2,1,1,"Yes",1,1,1,1,3,1,2,4,1,0,76,5517,16
-118.317651,2,1,1,1,27,2,1,1,"Yes",3,1,1,1,1,2,1,1,1,0,80,3616,16
-118.345928,2,1,2,2,24,2,1,1,"Yes",3,1,3,1,3,1,2,2,1,0,56,3359,16
-118.323548,2,1,2,1,67,2,1,1,"Yes",1,3,3,1,1,3,2,1,1,0,73,5356,16
-118.364786,1,1,1,1,23,2,1,1,"No",3,3,1,1,1,2,1,1,1,0,20,2499,16
-118.39275,2,1,1,1,14,1,2,1,"No",3,1,1,1,1,1,2,4,1,0,55,3448,16
-118.399795,2,2,1,1,4,1,2,1,"No",3,1,1,3,3,1,2,2,1,0,33,2104,16
-117.611478,2,1,1,2,16,2,3,1,"Yes",3,1,1,1,3,1,2,3,1,0,71,5172,16
-117.967399,2,1,1,1,68,2,3,1,"Yes",3,1,3,3,3,3,2,1,1,0,45,4280,16
-117.886844,2,1,2,2,4,2,1,3,"No internet service",2,2,2,2,2,3,1,4,1,0,74,2347,16
-117.853935,1,1,1,1,12,2,1,3,"No internet service",2,2,2,2,2,2,1,3,1,0,38,4628,16
-117.57882,2,1,2,1,72,2,3,1,"Yes",3,3,3,3,3,3,2,2,1,0,73,4528,16
-118.046695,2,1,1,1,3,2,1,2,"No",1,1,1,3,3,1,2,3,1,0,42,4345,16
-118.053753,1,1,1,1,41,2,3,3,"No internet service",2,2,2,2,2,2,2,4,1,0,42,3089,16
-117.642503,2,1,1,1,40,1,2,1,"No",3,1,3,1,1,2,1,2,1,0,38,5323,16
-117.523724,1,1,1,1,7,2,1,1,"Yes",3,1,3,3,3,1,2,3,1,0,47,3601,16
-117.855059,2,1,1,1,69,2,1,3,"No internet service",2,2,2,2,2,3,1,2,1,0,59,4328,16
-117.849815,2,1,2,1,7,2,1,3,"No internet service",2,2,2,2,2,2,1,4,1,0,27,2874,16
-117.936436,1,1,2,2,5,1,2,1,"No",3,1,1,1,1,1,2,3,1,0,27,5973,16
-117.973758,1,1,2,2,72,2,3,2,"Yes",3,3,3,3,1,3,1,2,1,0,34,5146,16
-117.897367,1,1,1,1,65,2,3,2,"No",3,3,1,3,1,2,2,3,1,0,35,6153,16
-117.770299,1,1,1,1,3,2,3,1,"No",1,1,3,3,1,1,1,3,1,0,24,5277,16
-117.535395,2,1,1,1,24,2,1,1,"No",1,1,3,1,1,1,2,2,1,0,23,2515,16
-118.115022,1,2,2,1,72,2,3,1,"Yes",3,3,3,3,3,3,1,2,1,0,39,4627,16
-117.667677,2,1,2,1,22,2,1,3,"No internet service",2,2,2,2,2,1,2,1,1,0,28,3727,16
-117.605618,2,1,2,2,25,2,3,1,"No",1,1,1,3,1,1,1,3,1,0,75,3192,16
-117.807874,2,1,2,2,37,2,1,3,"No internet service",2,2,2,2,2,3,1,1,1,0,28,2745,16
-117.756106,1,2,2,2,22,2,3,2,"No",1,1,1,3,1,1,1,1,1,0,49,2656,16
-118.089431,2,1,2,2,1,2,1,2,"No",1,1,1,1,3,1,2,3,1,0,27,4396,16
-118.095645,2,1,1,1,3,2,1,3,"No internet service",2,2,2,2,2,1,2,3,1,0,35,5296,16
-117.655583,2,1,1,1,1,2,1,3,"No internet service",2,2,2,2,2,1,1,4,1,0,72,3586,16
-117.660934,2,1,1,1,20,2,1,3,"No internet service",2,2,2,2,2,2,2,4,1,0,80,2860,16
-117.898722,1,1,2,2,13,2,1,3,"No internet service",2,2,2,2,2,3,1,4,1,0,55,2816,16
-118.128164,1,1,1,1,1,2,1,3,"No internet service",2,2,2,2,2,1,1,4,1,0,72,3901,16
-116.703729,2,1,1,1,63,2,3,1,"Yes",3,3,3,1,1,2,1,3,1,0,36,5342,16
-116.304991,2,1,1,1,46,2,1,3,"No internet service",2,2,2,2,2,3,1,2,1,0,54,2776,16
-116.472863,2,1,1,1,1,2,3,1,"No",1,1,1,1,1,1,2,2,1,0,79,4796,16
-117.059459,1,1,2,2,71,2,1,3,"No internet service",2,2,2,2,2,3,1,1,1,0,62,4941,16
-116.985026,2,1,2,2,55,2,3,2,"No",1,3,1,3,1,1,2,2,1,0,44,4603,16
-116.635387,2,1,2,2,67,2,3,2,"Yes",1,1,3,3,3,3,1,1,1,0,56,4743,16
-116.561917,2,1,2,1,14,2,1,1,"No",1,3,1,1,1,1,1,2,1,0,48,4253,16
-117.119009,1,1,2,2,20,2,3,2,"No",1,3,3,1,3,1,2,1,1,0,73,3186,16
-116.99726,1,1,2,2,49,2,3,2,"No",1,1,1,3,3,1,2,1,1,0,41,6136,16
-117.033713,1,1,2,1,46,2,3,1,"Yes",1,1,1,1,1,1,1,3,1,0,72,3358,16
-117.095235,1,1,2,2,5,1,2,1,"No",3,1,3,1,1,1,1,3,1,0,21,5100,16
-116.483363,1,1,2,2,33,2,3,2,"No",3,3,3,1,1,1,1,2,1,0,78,3648,16
-116.593605,1,1,1,1,42,2,3,1,"Yes",3,1,1,1,1,2,2,1,1,0,55,5988,16
-116.994608,2,1,1,1,23,2,1,2,"Yes",1,3,1,3,3,2,2,2,1,0,62,3515,16
-116.950963,2,1,1,1,8,2,1,2,"No",1,1,1,1,1,1,1,1,1,0,27,4946,16
-116.636816,2,1,1,1,66,2,1,1,"Yes",3,1,1,1,1,2,2,4,1,0,20,4621,16
-116.192313,2,2,1,1,24,2,3,1,"No",3,1,1,1,1,1,1,2,1,0,25,4330,16
-117.306043,1,1,1,1,53,2,1,2,"No",3,3,1,3,3,2,2,4,1,0,71,5377,16
-117.258203,1,1,1,1,60,1,2,1,"Yes",1,3,1,3,3,3,1,3,1,0,39,4173,16
-116.862648,1,1,1,1,20,2,1,3,"No internet service",2,2,2,2,2,2,2,2,1,0,77,5811,16
-116.969082,1,1,2,2,23,2,3,2,"No",1,1,1,1,3,1,1,3,1,0,25,3513,16
-116.873258,2,1,2,1,72,2,1,1,"Yes",1,3,3,3,3,3,2,3,1,0,75,4689,16
-117.033814,2,1,1,1,21,2,1,3,"No internet service",2,2,2,2,2,3,1,4,1,0,22,4562,16
-117.299644,1,1,1,1,57,2,1,1,"No",3,3,3,3,1,3,1,4,1,0,38,4487,16
-117.134275,1,1,2,2,45,2,1,3,"No internet service",2,2,2,2,2,3,2,1,1,0,71,5169,16
-116.262854,2,1,1,1,10,2,3,2,"No",3,3,1,1,3,1,2,3,1,0,23,4810,16
-116.906774,2,1,1,2,14,2,1,3,"No internet service",2,2,2,2,2,1,1,4,1,0,71,5770,16
-117.420557,2,1,2,1,27,2,3,1,"Yes",1,1,3,3,3,2,1,4,1,0,51,4732,16
-117.072619,1,1,2,2,69,2,3,2,"No",3,1,3,1,3,3,2,1,1,0,45,5205,16
-117.013454,1,1,2,1,35,1,2,1,"Yes",1,1,3,3,1,3,2,2,1,0,46,4577,16
-116.53633,2,1,2,1,45,2,3,1,"No",3,3,1,3,3,2,1,2,1,0,63,2595,16
-117.200617,1,1,1,1,17,2,1,2,"No",3,1,1,3,1,1,2,3,1,0,59,5564,16
-117.263628,2,1,2,1,67,2,1,1,"Yes",1,3,3,1,3,3,1,4,1,0,59,4792,16
-117.200024,1,2,1,1,9,2,1,2,"No",1,3,1,1,1,1,1,2,1,0,30,3021,16
-116.626907,1,1,1,1,5,2,1,3,"No internet service",2,2,2,2,2,1,1,4,1,0,66,5020,16
-117.207121,2,1,1,1,54,1,2,1,"Yes",1,1,3,3,1,3,1,2,1,0,54,5435,16
-117.243453,2,1,2,1,70,2,3,1,"Yes",3,3,3,3,1,3,2,1,1,0,27,5085,16
-117.232376,2,1,2,2,53,2,3,1,"Yes",1,3,3,3,3,1,1,3,1,0,36,5957,16
-117.169052,1,1,1,1,31,2,1,3,"No internet service",2,2,2,2,2,2,1,2,1,0,30,3086,16
-117.116587,2,1,2,2,13,2,1,1,"No",3,3,3,1,1,1,1,1,1,0,47,4749,16
-117.05512,1,1,2,2,28,2,3,1,"No",1,1,1,1,1,1,1,4,1,0,74,5250,16
-117.122565,2,1,2,1,38,2,1,3,"No internet service",2,2,2,2,2,3,1,1,1,0,65,3756,16
-117.027095,2,1,2,1,52,2,1,1,"Yes",3,1,1,3,3,2,2,4,1,0,59,5211,16
-117.060993,2,1,2,2,62,2,1,2,"Yes",3,3,3,3,3,3,1,4,1,0,43,5298,16
-117.202937,1,1,1,1,16,2,1,2,"No",3,1,1,1,3,1,2,3,1,0,65,3511,16
-117.089287,1,1,2,2,72,2,3,2,"Yes",3,3,3,3,3,3,2,1,1,0,33,4055,16
-117.152162,2,2,1,1,71,2,3,2,"No",3,1,3,3,3,2,1,1,1,0,54,4921,16
-117.118456,1,1,2,1,24,2,1,3,"No internet service",2,2,2,2,2,2,1,4,1,0,39,3573,16
-117.072093,1,1,1,1,15,2,1,3,"No internet service",2,2,2,2,2,3,1,4,1,0,38,2722,16
-117.087091,1,1,2,2,5,1,2,1,"No",1,1,1,1,1,1,1,4,1,0,24,2071,16
-117.040073,2,1,2,1,41,2,1,1,"Yes",3,3,1,1,1,2,2,1,1,0,50,4565,16
-116.237257,1,1,1,2,43,2,1,1,"Yes",3,1,1,1,3,1,2,3,1,0,55,4205,16
-116.230055,2,2,2,1,1,2,3,2,"No",1,1,1,1,1,1,1,3,1,0,47,2968,16
-116.291089,1,2,1,1,1,2,1,2,"No",1,1,1,1,1,1,2,4,1,0,25,2576,16
-116.977672,2,1,2,1,71,2,3,1,"Yes",3,3,3,3,3,3,1,1,1,0,23,5007,16
-114.71612,2,1,1,1,7,2,1,3,"No internet service",2,2,2,2,2,3,1,4,1,0,42,2600,16
-115.431225,2,1,1,1,7,2,1,3,"No internet service",2,2,2,2,2,2,1,4,1,0,71,4271,16
-115.497485,1,1,1,1,69,2,3,2,"No",3,3,3,3,3,3,2,1,1,0,33,4803,16
-116.474131,1,1,1,2,1,1,2,1,"No",1,1,1,1,1,1,1,4,1,0,55,3065,16
-116.171678,2,1,1,1,3,2,1,1,"Yes",1,3,1,3,3,1,2,3,1,0,24,5528,16
-116.516976,1,1,2,1,69,2,3,2,"No",3,3,1,1,1,1,2,1,1,0,62,5976,16
-114.36514,1,1,2,2,69,2,1,3,"No internet service",2,2,2,2,2,3,1,4,1,0,57,6408,16
-115.60915,1,1,1,1,48,2,3,2,"No",1,3,3,3,3,1,2,3,1,0,78,4304,16
-115.662709,2,1,1,1,45,2,3,2,"Yes",1,3,3,3,3,1,2,2,1,0,33,5093,16
-116.281511,2,1,1,1,51,2,3,2,"No",3,1,1,1,1,1,1,1,1,0,34,4121,16
-115.886656,1,1,1,1,66,2,3,3,"No internet service",2,2,2,2,2,3,2,2,1,0,61,6141,16
-116.412711,2,1,2,1,51,2,1,1,"Yes",1,1,3,3,3,2,2,1,1,0,52,6385,16
-116.659215,1,1,2,1,30,2,1,3,"No internet service",2,2,2,2,2,2,1,1,1,0,50,5203,16
-116.514215,1,1,1,1,34,2,3,2,"No",1,1,1,3,1,1,1,3,1,0,78,3818,16
-114.758334,2,1,2,2,64,2,3,3,"No internet service",2,2,2,2,2,3,2,4,1,0,55,6281,16
-114.192901,2,2,2,1,65,2,3,2,"No",3,3,1,3,3,2,2,1,1,0,51,6441,16
-116.593456,2,1,1,1,47,2,3,2,"Yes",3,1,3,3,1,1,1,4,1,0,27,2508,16
-116.119222,1,1,2,2,67,2,3,2,"No",3,1,3,3,1,3,1,2,1,0,58,4803,16
-115.955541,2,1,1,1,39,2,1,3,"No internet service",2,2,2,2,2,2,1,1,1,0,68,2607,16
-114.717964,1,1,1,1,14,2,1,1,"No",1,1,3,1,3,2,1,2,1,0,58,5718,16
-114.850784,2,1,2,2,70,2,3,2,"Yes",3,1,1,3,3,1,2,3,1,0,30,4583,16
-116.425984,2,2,2,1,72,2,3,1,"Yes",3,3,1,3,3,3,2,2,1,0,63,4671,16
-116.539416,1,1,2,2,23,2,1,2,"No",1,3,1,1,1,1,2,2,1,0,49,5903,16
-117.536183,2,1,1,2,21,2,3,3,"No internet service",2,2,2,2,2,1,1,4,1,0,54,5403,16
-116.770281,1,1,1,1,36,2,3,1,"No",1,3,1,1,1,2,1,3,1,0,25,4770,16
-117.001509,1,1,1,1,50,1,2,1,"No",3,3,3,1,1,3,1,2,1,0,49,5174,16
-117.307211,1,1,2,2,48,1,2,1,"No",1,1,3,1,1,1,2,2,1,0,36,3194,16
-116.89802,2,1,2,1,72,2,3,1,"Yes",3,3,3,1,3,3,1,2,1,0,55,4766,16
-117.39104,2,1,1,2,10,2,3,3,"No internet service",2,2,2,2,2,1,1,2,1,0,36,5212,16
-117.057627,1,1,1,1,18,2,1,3,"No internet service",2,2,2,2,2,1,1,4,1,0,20,4333,16
-117.29028,2,1,1,1,9,2,1,2,"No",1,3,1,3,3,1,2,3,1,0,42,3475,16
-116.821698,2,1,1,1,2,2,3,2,"Yes",1,1,1,1,3,1,1,4,1,0,60,4766,16
-117.033326,1,1,2,1,40,2,3,2,"No",1,1,3,1,1,1,2,2,1,0,45,5257,16
-115.287901,2,1,2,1,69,2,3,2,"No",1,3,1,3,3,2,1,1,1,0,56,4237,16
-117.464096,2,1,1,2,18,2,3,2,"No",1,3,1,1,1,1,2,2,1,0,37,5334,16
-116.903891,2,1,2,1,55,2,1,1,"Yes",1,1,1,1,3,2,1,2,1,0,77,5712,16
-117.33997,1,1,1,1,46,2,1,1,"No",1,1,1,1,1,1,1,1,1,0,44,2626,16
-117.239306,2,1,2,2,30,2,1,3,"No internet service",2,2,2,2,2,3,1,4,1,0,70,3047,16
-117.19335,1,1,1,1,33,2,3,1,"Yes",1,1,3,1,1,2,1,3,1,0,38,2853,16
-117.255974,2,1,2,2,45,2,3,2,"No",3,3,1,1,3,2,2,2,1,0,27,2719,16
-116.856103,2,1,1,1,40,2,1,1,"Yes",3,1,3,1,1,1,2,4,1,0,52,2520,16
-117.534306,1,1,1,1,71,2,3,2,"Yes",3,3,3,3,3,3,2,3,1,0,73,4296,16
-114.702256,1,1,2,1,72,1,2,1,"Yes",3,3,3,3,3,3,1,1,1,0,45,5265,16
-115.516984,1,1,2,2,22,2,1,2,"No",1,1,1,1,3,1,2,3,1,0,42,4732,16
-116.505958,2,1,2,1,46,2,1,3,"No internet service",2,2,2,2,2,2,2,1,1,0,68,2325,16
-117.296957,1,1,2,2,55,2,1,3,"No internet service",2,2,2,2,2,3,1,4,1,0,24,5046,16
-117.537886,2,1,1,1,1,2,1,3,"No internet service",2,2,2,2,2,1,1,4,1,0,38,4845,16
-117.629729,1,1,1,1,12,2,3,1,"No",1,1,3,3,3,2,2,4,1,0,70,5942,16
-117.378904,1,1,2,1,67,2,3,1,"Yes",1,1,1,3,3,3,2,3,1,0,69,5420,16
-117.404686,2,1,1,1,1,2,1,1,"No",1,1,1,1,1,1,1,4,1,0,74,3498,16
-116.188668,2,1,2,2,41,2,3,1,"Yes",3,3,1,3,1,1,2,2,1,0,61,2748,16
-117.362274,2,1,2,1,42,1,2,1,"Yes",1,3,3,3,1,3,1,2,1,0,25,2673,16
-116.834092,1,1,1,1,1,2,1,3,"No internet service",2,2,2,2,2,1,1,4,1,0,31,3167,16
-117.011825,1,1,1,1,56,2,3,2,"Yes",3,1,1,3,3,1,2,2,1,0,80,5056,16
-117.2914,2,1,1,2,15,2,3,2,"No",3,1,1,3,1,1,2,3,1,0,48,4602,16
-117.300864,1,1,2,1,54,2,1,1,"Yes",1,3,3,1,3,3,1,1,1,0,57,5077,16
-117.297553,2,1,2,2,16,2,1,3,"No internet service",2,2,2,2,2,1,1,3,1,0,58,5271,16
-117.320138,1,1,1,1,21,2,1,1,"Yes",1,3,1,1,3,2,1,4,1,0,51,3302,16
-117.372498,2,2,2,1,30,2,3,1,"No",1,3,1,3,3,3,1,3,1,0,27,5610,16
-117.455583,2,1,1,1,3,2,1,1,"No",1,1,3,1,1,1,2,4,1,0,43,5258,16
-117.398153,2,1,1,1,11,2,1,2,"No",1,3,1,1,1,1,1,3,1,0,71,3042,16
-117.361788,2,1,1,1,18,2,1,3,"No internet service",2,2,2,2,2,1,1,3,1,0,39,5379,16
-117.319786,2,1,1,2,6,2,1,3,"No internet service",2,2,2,2,2,1,1,4,1,0,69,2309,16
-117.324959,1,1,1,1,46,2,3,2,"No",1,3,1,3,3,2,2,3,1,0,54,4883,16
-117.447864,2,1,1,1,21,2,3,2,"No",1,1,1,1,3,1,2,3,1,0,69,4649,16
-117.277533,2,1,1,1,68,2,3,3,"No internet service",2,2,2,2,2,3,2,1,1,0,70,5987,16
-117.391751,1,1,1,1,1,2,3,1,"No",1,1,1,1,1,1,2,3,1,0,57,5617,16
-117.318204,1,1,2,1,25,2,1,2,"No",1,3,1,1,1,1,2,3,1,0,35,4591,16
-116.827173,1,1,1,2,24,2,1,3,"No internet service",2,2,2,2,2,3,1,4,1,0,43,2639,16
-116.871544,2,1,2,1,51,2,3,2,"No",3,3,1,3,3,2,2,1,1,0,33,4640,16
-117.044145,1,1,2,1,57,2,3,1,"Yes",1,3,3,3,3,3,2,3,1,0,41,5928,16
